   0.000   0.000   0.000
   0.312   0.400   0.000
   0.424   0.194   0.200
   0.028   0.265   0.257
   0.542   0.310   0.016
   0.248   0.384   0.257
  -0.137   0.097   0.177
   0.195   0.151   0.047
