   0.000   0.000   0.000
   0.453   0.000   0.000
  -0.000   0.453   0.000
   0.453   0.453   0.000
   0.227  -0.094   0.000
  -0.094   0.227   0.000
   0.227   0.547   0.000
   0.547   0.227   0.000
