  -0.3777292E-02   0.9168910E+00
   0.5968118E-02   0.9692901E+00
   0.1571353E-01   0.9949092E+00
   0.2545894E-01   0.9995913E+00
   0.3520435E-01   0.9885140E+00
   0.4494976E-01   0.9659279E+00
   0.5469517E-01   0.9352472E+00
   0.6444058E-01   0.8989559E+00
   0.7418599E-01   0.8591034E+00
   0.8393140E-01   0.8171456E+00
   0.9367681E-01   0.7758326E+00
   0.1034222E+00   0.7320834E+00
   0.1131676E+00   0.6896301E+00
   0.1229130E+00   0.6487197E+00
   0.1326585E+00   0.6094940E+00
   0.1424039E+00   0.5721111E+00
   0.1521493E+00   0.5370872E+00
   0.1618947E+00   0.5037253E+00
   0.1716401E+00   0.4723394E+00
   0.1813855E+00   0.4426899E+00
   0.1911309E+00   0.4145427E+00
   0.2008763E+00   0.3879927E+00
   0.2106217E+00   0.3631588E+00
   0.2203672E+00   0.3395366E+00
   0.2301126E+00   0.3174333E+00
   0.2398580E+00   0.2963840E+00
   0.2496034E+00   0.2765020E+00
   0.2593488E+00   0.2577951E+00
   0.2690942E+00   0.2402243E+00
   0.2788396E+00   0.2237327E+00
   0.2885850E+00   0.2082762E+00
   0.2983304E+00   0.1939350E+00
   0.3080758E+00   0.1802448E+00
   0.3178213E+00   0.1674111E+00
   0.3275667E+00   0.1553472E+00
   0.3373121E+00   0.1439694E+00
   0.3470575E+00   0.1335124E+00
   0.3568029E+00   0.1239568E+00
   0.3665483E+00   0.1153412E+00
   0.3762937E+00   0.1076647E+00
   0.3860391E+00   0.1007719E+00
   0.3957845E+00   0.9474303E-01
   0.4055300E+00   0.8921600E-01
   0.4152754E+00   0.8412959E-01
   0.4250208E+00   0.7932677E-01
   0.4347662E+00   0.7474050E-01
   0.4445116E+00   0.7027993E-01
   0.4542570E+00   0.6590326E-01
   0.4640024E+00   0.6185241E-01
   0.4737478E+00   0.5798884E-01
   0.4834932E+00   0.5440678E-01
   0.4932386E+00   0.5122089E-01
   0.5029841E+00   0.4826560E-01
   0.5127295E+00   0.4575328E-01
   0.5224749E+00   0.4351737E-01
   0.5322203E+00   0.4154025E-01
   0.5419657E+00   0.3965594E-01
   0.5517111E+00   0.3782236E-01
   0.5614565E+00   0.3587235E-01
   0.5712019E+00   0.3379696E-01
   0.5809473E+00   0.3157812E-01
   0.5906928E+00   0.2925032E-01
   0.6004382E+00   0.2692069E-01
   0.6101836E+00   0.2458296E-01
   0.6199290E+00   0.2235369E-01
   0.6296744E+00   0.2036874E-01
   0.6394198E+00   0.1853103E-01
   0.6491652E+00   0.1697548E-01
   0.6589106E+00   0.1567440E-01
   0.6686560E+00   0.1460311E-01
   0.6784015E+00   0.1372781E-01
   0.6881469E+00   0.1299890E-01
   0.6978923E+00   0.1237915E-01
   0.7076377E+00   0.1186492E-01
   0.7173831E+00   0.1140642E-01
   0.7271285E+00   0.1093846E-01
   0.7368739E+00   0.1048645E-01
   0.7466193E+00   0.9975280E-02
   0.7563647E+00   0.9464204E-02
   0.7661101E+00   0.8933519E-02
   0.7758556E+00   0.8359519E-02
   0.7856010E+00   0.7836442E-02
   0.7953464E+00   0.7285350E-02
   0.8050918E+00   0.6720047E-02
   0.8148372E+00   0.6200331E-02
   0.8245826E+00   0.5729309E-02
   0.8343280E+00   0.5353542E-02
   0.8440734E+00   0.5076267E-02
   0.8538188E+00   0.4820024E-02
   0.8635643E+00   0.4673846E-02
   0.8733097E+00   0.4563902E-02
   0.8830551E+00   0.4446659E-02
   0.8928005E+00   0.4322379E-02
   0.9025459E+00   0.4101528E-02
   0.9122913E+00   0.3845454E-02
   0.9220367E+00   0.3490624E-02
   0.9317821E+00   0.3081505E-02
   0.9415275E+00   0.2622051E-02
   0.9512729E+00   0.2129991E-02
   0.9610184E+00   0.1646517E-02
   0.9707638E+00   0.1213302E-02
   0.9805092E+00   0.8452697E-03
   0.9902546E+00   0.5621499E-03
   0.1000000E+01   0.3634411E-03
