   0.4364791E+00   0.1347183E-04
   0.4367127E+00   0.3315425E-04
   0.4369463E+00   0.8135328E-04
   0.4371798E+00   0.1866751E-03
   0.4374134E+00   0.3430822E-03
   0.4376470E+00   0.5798292E-03
   0.4378805E+00   0.9270483E-03
   0.4381141E+00   0.1393047E-02
   0.4383477E+00   0.1986984E-02
   0.4385812E+00   0.2784935E-02
   0.4388148E+00   0.3692950E-02
   0.4390484E+00   0.4855584E-02
   0.4392819E+00   0.6260008E-02
   0.4395155E+00   0.7963316E-02
   0.4397491E+00   0.1001609E-01
   0.4399826E+00   0.1266477E-01
   0.4402162E+00   0.1572893E-01
   0.4404498E+00   0.1931876E-01
   0.4406833E+00   0.2344256E-01
   0.4409169E+00   0.2807247E-01
   0.4411505E+00   0.3319666E-01
   0.4413840E+00   0.3896407E-01
   0.4416176E+00   0.4542338E-01
   0.4418512E+00   0.5310030E-01
   0.4420847E+00   0.6188711E-01
   0.4423183E+00   0.7231999E-01
   0.4425519E+00   0.8510338E-01
   0.4427854E+00   0.1003773E+00
   0.4430190E+00   0.1181649E+00
   0.4432526E+00   0.1386866E+00
   0.4434861E+00   0.1618591E+00
   0.4437197E+00   0.1873902E+00
   0.4439533E+00   0.2152718E+00
   0.4441868E+00   0.2454229E+00
   0.4444204E+00   0.2779005E+00
   0.4446540E+00   0.3123810E+00
   0.4448875E+00   0.3491343E+00
   0.4451211E+00   0.3874776E+00
   0.4453547E+00   0.4273331E+00
   0.4455882E+00   0.4681177E+00
   0.4458218E+00   0.5094139E+00
   0.4460554E+00   0.5512922E+00
   0.4462889E+00   0.5924895E+00
   0.4465225E+00   0.6335246E+00
   0.4467561E+00   0.6744694E+00
   0.4469896E+00   0.7142301E+00
   0.4472232E+00   0.7527370E+00
   0.4474568E+00   0.7898880E+00
   0.4476903E+00   0.8253353E+00
   0.4479239E+00   0.8585767E+00
   0.4481575E+00   0.8891335E+00
   0.4483910E+00   0.9171707E+00
   0.4486246E+00   0.9419458E+00
   0.4488582E+00   0.9632151E+00
   0.4490917E+00   0.9804225E+00
   0.4493253E+00   0.9922847E+00
   0.4495589E+00   0.9987781E+00
   0.4497924E+00   0.9997044E+00
   0.4500260E+00   0.9945994E+00
   0.4502595E+00   0.9833869E+00
   0.4504931E+00   0.9662157E+00
   0.4507267E+00   0.9436890E+00
   0.4509602E+00   0.9164762E+00
   0.4511938E+00   0.8847624E+00
   0.4514274E+00   0.8497570E+00
   0.4516609E+00   0.8123559E+00
   0.4518945E+00   0.7738320E+00
   0.4521281E+00   0.7347313E+00
   0.4523616E+00   0.6956001E+00
   0.4525952E+00   0.6564723E+00
   0.4528288E+00   0.6174230E+00
   0.4530623E+00   0.5788783E+00
   0.4532959E+00   0.5409031E+00
   0.4535295E+00   0.5032910E+00
   0.4537630E+00   0.4658017E+00
   0.4539966E+00   0.4287182E+00
   0.4542302E+00   0.3920488E+00
   0.4544637E+00   0.3556516E+00
   0.4546973E+00   0.3203006E+00
   0.4549309E+00   0.2864592E+00
   0.4551644E+00   0.2546562E+00
   0.4553980E+00   0.2250926E+00
   0.4556316E+00   0.1980846E+00
   0.4558651E+00   0.1734566E+00
   0.4560987E+00   0.1512612E+00
   0.4563323E+00   0.1311648E+00
   0.4565658E+00   0.1133429E+00
   0.4567994E+00   0.9751530E-01
   0.4570330E+00   0.8351192E-01
   0.4572665E+00   0.7130278E-01
   0.4575001E+00   0.6086208E-01
   0.4577337E+00   0.5194773E-01
   0.4579672E+00   0.4453792E-01
   0.4582008E+00   0.3841233E-01
   0.4584344E+00   0.3319022E-01
   0.4586679E+00   0.2865821E-01
   0.4589015E+00   0.2466090E-01
   0.4591351E+00   0.2103449E-01
   0.4593686E+00   0.1770468E-01
   0.4596022E+00   0.1454795E-01
   0.4598358E+00   0.1170694E-01
   0.4600693E+00   0.9125497E-02
   0.4603029E+00   0.6981856E-02
   0.4605365E+00   0.5136296E-02
   0.4607700E+00   0.3695101E-02
   0.4610036E+00   0.2595092E-02
   0.4612372E+00   0.1818447E-02
   0.4614707E+00   0.1242284E-02
   0.4617043E+00   0.8581752E-03
   0.4619379E+00   0.5913711E-03
   0.4621714E+00   0.3845301E-03
   0.4624050E+00   0.2585667E-03
   0.4626386E+00   0.1608061E-03
   0.4628721E+00   0.9529258E-04
   0.4631057E+00   0.5293808E-04
   0.4633393E+00   0.2537270E-04
